port_name,closest_name,closest_distance
GLOUCESTER,ROCKPORT,8466.640782366841
GLOUCESTER,PHILADELPHIA,5559.75505887508
GLOUCESTER,CAMDEN,5559.75505887508
GOLCUK BURNU,DERINCE BURNU,1853.2887513248538
GOLDSBORO,STORMONT,6404.9590183651835
GOOSE BAY,BLANC SABLON,305214.7260662517
GORE BAY,KAGAWONG,16761.107410039112
GOTEBORG,MARSTRAND,30524.20278207472
GOTO OIL TERMINAL,KRALENDIJK,13156.362067570415
GOULAIS BAY,BATCHAWANA BAY,21759.330117738155
GRAND MARAIS,WASHINGTON HARBOR,90251.09314793677
GRAND TURK,COCKBURN HARBOR,40354.608637737874
GRANGEMOUTH,ROSYTH,17609.95872656037
GRANTLEY HARBOR,NOME,95597.66070288258
GRANTON,LEITH,2073.5856137782075
GRANVILLE,SAINT-MALO,36729.88104147258
GRASSELLI,BAYWAY,1853.177556223987
GRASSELLI,GULFPORT SI,1853.177556223987
GRAVELINES,DUNKERQUE PORT OUEST,17921.332476821244
GRAVESEND,TILBURY,2961.1660651230272
GREAT LAKES,WAUKEGAN,7538.564759096992
GREEN BAY,DEPERE,8407.578365934698
GREENPORT,ESSEX,27833.696263421036
GREENVILLE,BUCHANAN,149375.6644822693
GREENWICH,PORT CHESTER,4586.572302897706
GRENVILLE,HAWKESBURY,2261.447110122521
GRETNA,NEW ORLEANS,4039.4752641805476
GREYMOUTH,WESTPORT,82303.81078231739
GRIMSBY,IMMINGHAM,10406.024302801132
GRYTVIKEN,STROMNESS HARBOR,18369.971477492763
GUAIBA ISLAND TERMINAL,GEBIG,19123.25975990439
GUANGZHOU,HUANGPU,19114.164112309812
GUANTA,BAHIA DE PERTIGALETE,2600.072841100217
GUAYAQUIL,PUERTO MARITIMO DE GUAYAQUIL,9449.459356917298
GUIRIA,PUERTO DE HIERRO,23082.24577718994
GUIUAN,PORT BORONGAN,70176.15091877927
GULFHAVEN,STIGSNAESVAERKET,1057.6970327036993
GULFPORT SI,BAYWAY,0.0
GULFPORT SI,GULFPORT SI,0.0
GULLUK,BODRUM,29060.562769068514
GUNUNG BATU BESAR,NORTH PULAU LAUT COAL TERMINAL,64890.17429093939
GUYSBOROUGH,PORT HAWKESBURY,26237.254405531916
HABU KO,ONOMICHI-ITOZAKI,11224.318192317582
HACHINOHE KO,AOMORI KO,75254.53568294836
HADERA,HAIFA,40028.7857471209
HADERSLEV,ABENRA,22638.857803382965
HADSUND,MARIAGER,11012.227501048623
HAFNARFJORDUR,STRAUMSVIK,5205.38520728481
HAI PHONG,HON GAI,39983.63872954053
HAIMEN,WENZHOU,107814.44924915046
HAINES,PORT CHILKOOT,0.0
HAINES,HAINES,0.0
HAKATA,KARATSU,42204.24027588423
HAKODATE KO,MORI,38670.48699303743
HALLSTAVIK,GRISSLEHAMN,14086.928584493782
HAMADA KO,HIROSHIMA,70501.65263137166
HAMILTON,KOTLIK,23731.963890142837
HAMILTON,BRONTE,19862.646289316865
HAMMERFEST,KVALSUND,21919.725930610537
HANA,KAHULUI,52929.92651229153
HANSTHOLM,THISTED,21264.34227947532
HARBOR GRACE,CARBONEAR BAY,5559.755058874389
HARLINGEN,DEN HELDER,48686.80499881422
HARMAC,NANAIMO,7104.415462702308
HARNOSAND,ULVVIK,5033.62740950192
HARSTAD,ULVIK,28360.750884433717
HASLE,RONNE,9266.221366423313
HAVRE DE GRACE,NEW CASTLE,46133.336782179955
HAVRE ST PIERRE,MINGAN,30138.093820468766
HAWK INLET,FUNTER,17237.528615274503
HAWKESBURY,GRENVILLE,2261.447110122521
HAY POINT,MACKAY,20447.144737834067
HAYDARPASA,ISTANBUL,4586.57230289785
HAYLE,PENZANCE,11137.839061040962
HAZIRA,MAGDALLA,14191.66488887314
HEILIGENHAFEN,ORTH,10221.404463972136
HENICHESK,KYRYLIVKA,46942.048616418426
HERON BAY,QUEBEC HARBOUR,112367.410007489
HERTFORD,EDENTON,20033.799152873762
HIBI KO,UNO KO,4009.0568067934482
HIBIKINADA,TOBATA,2408.073083181276
HIDDEN INLET,PORT SIMPSON,43104.949275565916
HILO,HONOKAA,58404.09076218938
HILTON,BRUCE MINES,8533.87788726075
HIMANKA,RAHJA,22604.337269063984
HIMEJI,HIROHATA,1853.288751325262
HIROHATA,SHIKAMA,1522.4416701694545
HIROSHIMA,KURE,15063.239909868133
HITACHI,ONAHAMA KO,53728.12570629143
HOBRO,MARIAGER,11361.739571445525
HOGG ISLAND,BEAR ISLAND,1853.2887513250782
HOLSTEBRO-STUER,LEMVIG,20593.97474505957
HOMMELVIK,MURUVIK,3101.731110355605
HONIARA,TULAGHI,41492.688091534146
HONOLULU,BARBERS POINT TERMINAL,24458.393252190388
HONORA,KAGAWONG,8515.060982443872
HONUAPO,MILOLII,38412.96785299973
HOOD BAY,CHATHAM,28984.256164351013
HOONAH,EXCURSION INLET,33358.53035324442
HOPA,BATUMI,33259.4987315169
HORNABJORDUR,DJUPIVOGUR,64968.52309168533
HORNILLO,AGUILAS,1472.2796782115322
HORSENS,VEJLE,25098.19010758877
HORTEN,MOSS,10127.194492848897
HOUGHTON,BARAGA,37600.985513831336
HOUND POINT TERMINAL,ROSYTH,4539.872419941045
HOUSTON,DEER PARK,4826.972713250512
HUANGPUXINGANG,HUANGPU,9296.23829125859
HUDSON,OKA SUR LE LAC,3899.190115566968
HULL,HULL,0.0
HULL,OTTAWA,0.0
HULUDAO GANG,JINZHOU WAN,11294.596074334562
HUNNEBOSTRAND,BOVALLSTRAND,5888.148176852689
HUSAVIK,KOPASKER,48466.40922747282
HUSUM,BUSUM,40695.02871248455
HUSUM,DOMSJO,22097.955949045747
HYANNIS,HYANNIS PORT,2313.628786665282
HYDABURG,WATERFALL,27683.599101529955
HYDER,STEWART,1853.1775562242256
IBO,PEMBA,71552.1439670357
IGARKA,DUDINKA,213856.76760853932
IGGESUND,HUDIKSVALL,9431.459561863086
IJMUIDEN,ZAANDAM,17342.774740574678
ILLULISSAT (JAKOBSHAVN),QASIGIANNGUIT-CHRISTIANSHAB,44601.63200984351
IMABARI KO,NAMIKATA,12096.682379969086
IMARI,SASEBO,20214.573326717204
IMBITUBA,LAGUNA,31773.36206977349
IMPERIA,SAN REMO,21373.895478962102
INCHON,DAESAN HANG,53587.633903810005
INDIANA HARBOR,BUFFINGTON,3956.790284629444
INEBOLU,SINOP,115893.40120547714
INHAMBANE,MAPUTO,364135.03873099905
INVERGORDON,CROMARTY,7925.998602062144
IQUIQUE,CALETA PATILLOS,59405.593527156605
ISABEL,PALOMPON,15798.683447425403
ISABELA DE SAGUA,CIENFUEGOS,100243.1767156462
ISHIKARI BAY NEW PORT,ISIKARI WAN,7001.791227447326
ISIKARI WAN,ISHIKARI BAY NEW PORT,7001.791227447326
ISKENDERUN,YAKACIK,13057.702704263742
ISLA SAN MARCOS,SANTA ROSALIA,24629.27129663471
ISLE OF GRAIN,ISLE OF GRAIN,0.0
ISLE OF GRAIN,THAMESPORT,0.0
ISTANBUL,HAYDARPASA,4586.57230289785
ISTHMUS COVE,AVALON,20329.51278192196
ITACOATIARA,MANAUS,173953.73399506937
ITAQUI,TUTOIA,232654.7173120088
ITEA,AIYION,35506.398568852914
IVANOF BAY,PORT MOLLER,71553.54244570367
IWAKUNI KO,KANOKAWA KO,16863.972722155544
IZMIR,NEMRUT LIMANI BAY,41573.22793928896
IZMIT,DERINCE BURNU,8624.179552537591
IZUHARA,KARATSU,100704.15826499432
JABUNG BATANGHARI MARINE TERMINAL,DABO,72368.4576223998
JAKARTA,ARDJUNA OIL FIELD,95253.54921066386
JASK,KHAWR FAKKAN,142373.9746596331
JAYAPURA,VANIMO,49196.878176758735
JAZIREH-YE HORMOZ,BANDAR ABBAS,25358.28115874879
JERVIS BAY,PORT KEMBLA,71224.7424562231
JIDDAH,RABIGH,140512.60441028306
JIJEL,DJEN-DJEN,9091.704645660078
JOHNSTON ATOLL,TERN ISLAND,860057.1387630902
JONESPORT,WYMAN,19905.42971003496
JOSE IGNACIO,LA PALOMA,60288.85904762169
JOSE PANGANIBAN,HONDAGUA,61062.647383421885
JOSE TERMINAL,PUERTO LA CRUZ,28991.775430998845
JU AYMAH LPG TERMINAL,JU AYMAH OIL TERMINAL,7594.9443384100105
JU AYMAH OIL TERMINAL,JU AYMAH LPG TERMINAL,7594.9443384100105
JUNEAU,DUPONT,11485.381932158116
KABA BURNU,GEBZE,1403.6346927301672
KAGAWONG,HONORA,8515.060982443872
KAGOSHIMA KO,KIIRE,22295.10935603318
KAHULUI,LAHAINA,21106.094385650253
KAJALLEQ UPERNAVIK,UPERNAVIK,71616.2570552608
KAKE,WASHINGTON BAY,36263.64587830109
KAKINADA BAY,VISHAKHAPATNAM,129099.57386629544
KALAMA,RAINIER,9813.756103948434
KALMAR,DEGERHAMN,35345.21743078655
KALUNDBORG,KERTEMINDE,37623.01060620266
KAMBO,MOSS,2078.825392408727
KAMPONG SAOM,PHSAR REAM,18419.965641482326
KANDA,KOKURA KO,16592.5784059148
KANDALAKSHA,VITINO,7044.128419925232
KANGAMIUT,MANIITSOQ,47832.376994355356
KANKESANTURAI,NAGAPPATTINAM,107877.71759291284
KANOKAWA KO,MITSUKOJIMA,7665.518226267131
KANTANG HARBOR,KRABI,99326.67329241738
KAO-HSIUNG,MAILIAO,130006.80574990383
KARABIGA,ERDEK,40975.261735629356
KARACHI,MUHAMAMAD BIN QASIM,37065.32020875932
KARAIKAL PORT,NAGAPPATTINAM,7633.1940309913125
KARATSU,IMARI,23546.59609073877
KARLUK,UYAK,27817.435088632297
KARUMBA,CAIRNS,529545.3547475704
KARWAR,BELEKERI,20698.743036549902
KASAAN,UNION BAY,28381.01501162991
KASIM TERMINAL,SALAWATI,6681.485325269648
KAUKAUNA,DEPERE,24417.375064105014
KAUMALAPAU HARBOR,KAMALO,32032.60863697382
KAUNAKAKAI,KAMALO,15999.706023056175
KAVALA,LAGOS,62016.876909193255
KAVIENG HARBOR,HAMBURG HARBOR,140475.46229343768
KAVKAZ OIL TERMINAL,KERCH,13157.292421884877
KAWAIHAE,MAHUKONA,18073.622273979036
KAWASAKI KO,YOKOHAMA KO,17507.818197122913
KEFLAVIK,STRAUMSVIK,24977.1273690396
KENDARI,RAHA ROADSTEAD,99620.12530319026
KENNEBUNKPORT,SACO,14886.933292215972
KENOSHA,RACINE,16900.535601447133
KERCH,KAVKAZ OIL TERMINAL,13157.292421884877
KERET,KOVDA,54247.77238311385
KERKIRA,VLORES,101459.13773279042
KETCHIKAN,WARD COVE,9093.188664264031
KEWAUNEE,ALGOMA,15739.558518038746
KEY WEST,BAHAI DE LA HABANA,167162.9024326861
KEYPORT,POULSBO,4467.262536970065
KHANOM,ERAWAN TERMINAL,159569.04625811742
KHAWR AL ZUBAIR,KHAWR AL ZUBAIR LNG TERMINAL,5786.074007786636
KHAWR FAKKAN,FUJAYRAH HARBOR,20996.686597431562
KHERSON,DNIPRO-BUZKYY,56195.699723832295
KHIOS,PLOMARION,71499.39587715037
KHOLMSK,NEVELSK,44846.24589365527
KHOMS,MISRATAH,96581.44377997587
KHORLY,SKADOVS'K,28335.925523736292
KHORRAMSHAHR,ABADAN,14685.262512203262
KHOSROWABAD,ABADAN,22527.275407215373
KIIRE,KAGOSHIMA KO,22295.10935603318
KIJANG,TANJUNGPINANG,18250.615204388287
KIKUMA KO,NAMIKATA,11116.100909620824
KILIFI,MOMBASA,53048.08490141404
KILLARNEY,SHEGUIANDAH,31810.03877591325
KILRUSH,TARBERT,10581.53650440337
KILWA KIVINJE,MIKINDANI,187741.9781839877
KIMCH'AEK,CH'AHO,69710.79165864129
KING COVE,BELKOFSKI,18417.485636988873
KING FAHD PORT,YANBU,22502.692336986394
KINGSCOTE,PORT GILES,67804.53711723199
KINGSTON,POUGHKEEPSIE,25982.22545679003
KINGSTON,PORT ESQUIVEL,38171.00775314756
KINGSTON,WOLFE ISLAND,6478.094636994717
KINGSTON,NOUMEA,769405.6122755441
KINUURA KO,ATSUMI,23003.704910115426
KIRKENES,VADSO,38797.37326543756
KIRTEH OIL TERMINAL,KEMAMAN HARBOR,35211.8191045703
KISARAZU KO,KAWASAKI KO,18208.098633636357
KISMAAYO,BARAAWE,233268.5875013515
KITIMAT,KEMANO BAY,67888.20695682114
KJERRINGOY,BODO,30683.681965971315
KJOLLEFJORDEN,HONNINGSVAG,48491.181835031224
KLAWOCK,CRAIG,9786.488265086333
KLEIN POINT,PORT GILES,7412.932615098224
KLEMTU,BELLA BELLA,54231.34897125111
KNUDSON COVE,WARD COVE,8523.074340462688
KO SI CHANG TERMINAL,SIAM SEAPORT,8114.565185106517
KOCHI (COCHIN),QUILON (KOLLAM),126431.50574011522
KOCHI KO,SUSAKI KO,27937.66212877297
KODIAK,WOMENS BAY,10142.591154115822
KOGE,FAKSE LADEPLADS HAVN,26030.999065086893
KOGGIUNG,NAKNEK,28387.880225850124
KOKKOLA,JAKOBSTAD,25286.240926898456
KOKURA KO,WAKAMATSU KO,6426.455792383617
KOLACHEL,TRIVANDRUM,48263.07963765372
KOLE OIL TERMINAL,MOUDI MARINE TERMINAL,16567.14643603495
KOLOBRZEG,DARLOWO,61146.90358512041
KOMATSUSHIMA,TACHIBANA,17776.92930583504
KOPASKER,RAUFARHOFN,29561.357069703445
KOPMANHOLMEN,DOMSJO,13421.370150116096
KORSAKOV,NEVELSK,68931.98797236159
KORSNES,TRANOY,18093.915943279444
KOTA BARU,NORTH PULAU LAUT COAL TERMINAL,8277.465985759341
KOTA KINABALU,SAPANGAR BAY,12418.248105504883
KOTOR,TIVAT,5777.306457967203
KOTZEBUE,DEERING,92900.9622539419
KOVDA,VITINO,50544.65814266621
KRABI,PHUKET,62535.02642860969
KRAGERO,RISOR,19742.674841245534
KRALENDIJK,SALINA,7413.043810199501
KRAMFORS,VAJA,6975.55525335934
KUALA BELAIT,SERIA OIL LOADING TERMINAL,13062.678225167609
KUALA TRENGGANU,KIRTEH OIL TERMINAL,94606.73299272027
KUANTAN NEW PORT,KEMAMAN HARBOR,31721.41896040056
KUCHING,TG. MANI,128680.02857883208
KUDAMATSU,TOKUYAMA,5913.941162527277
KUDAT,SAPANGAR BAY,120322.74821038505
KUMUL,DARU,184750.28476993088
KUNSAN,PYEONGTAEK HANG,114230.1108438219
KUPANG,LARANTUKA,212464.97048231767
KURE,MITSUKOJIMA,6348.747199355261
KVALSUND,HAMMERFEST,21919.725930610537
KYLE OF LOCHALSH,KYLEAKIN,2106.645095710504
KYNDBYVAERKETS HAVN,FREDERIKSSUND,10573.81020958246
KYOMIP'O,NAMPO,18886.927832222456
KYRENIA,XEROS,51403.40048529659
KYRYLIVKA,HENICHESK,46942.048616418426
L ANSE,BARAGA,2246.1247484791947
LA CEIBA,PUERTO ESTE,35030.22820248284
LA CORUNA,FERROL,18693.704398195885
LA GOULETTE,RADES,1853.2887513250523
LA LIBERTAD,PUERTO MARITIMO DE GUAYAQUIL,113204.19572842642
LA MADDALENA,BONIFACIO,29186.276495632235
LA PALOMA,JOSE IGNACIO,60288.85904762169
LA PAMPILLA OIL TERMINAL,PUERTO DEL CALLAO,13098.851847339916
LA PAZ,PICHILINGUE,11247.219226463214
LA PLATA,COLONIA,40885.315961133696
LA POINTE,BAYFIELD,3142.4037040535286
LA PUSH,SEKIU,47701.45904728862
LA ROCHELLE,LA PALLICE,5458.993885813304
LA SALINA,BAJO GRANDE,24705.629572046804
LA UNION,PUERTO DE HENCAN,42127.418283637
LABUHA,TERNATE,157798.6110194826
LAE,MADANG,213462.6156501776
LAEM CHABANG,SI RACHA TERMINAL,3706.5775026502365
LAGOS,FARO,61081.15489832357
LAGOS,TIN CAN ISLAND,7838.408981097427
LAGUNA,IMBITUBA,31773.36206977349
LAHAD DATU,BAKAPIT,30455.81963424231
LAHAINA,KAHULUI,21106.094385650253
LAJES,HORTA,35197.65080649581
LAKE CHARLES,HAYMARK TERMINAL,11266.508056328506
LAKKI,KALIMNOS,23571.649629109157
LAKSELV,FAUSKE,16385.16453135076
LAMLASH HARBOR,ARDROSSAN,22883.01440784749
LANGSTEIN,MURUVIK,11393.190534461693
LARANTUKA,MAUMERE,89378.67261269482
LARGS,HUNTERSTON,5656.614164214946
LARIMNA,PORTHMOS EVRIPOU,28370.487493705692
LARNACA,DHEKELIA,8236.357611979027
LARNE,KILROOT,14029.79747672305
LARSEN BAY,UYAK,11163.804873840898
LARVIK,SANDEFJORDEN,13620.247261371196
LAS MAREAS,BAHIA DE JOBOS,1762.9756619988927
LAS PALMAS,SANTA CRUZ DE TENERIFE,87359.58617835824
LAS PIEDRAS,AMUAY (BAHIA DE AMUAY),5848.360550113681
LAUNCESTON,BEAUTY POINT,41723.41386264829
LAVRIO,PIRAIEVS,44863.90440337411
LAZAREV,DE KASTRI,97431.48015746611
LAZARO CARDENAS,MANZANILLO,258495.03926139287
LE TREPORT,SAINT-VALERY-SUR-SOMME,22043.611649113653
LE VERDON,ROCHEFORT,43325.396042670225
LEAMINGTON,KINGSVILLE,11168.33997210553
LEER,PAPENBURG,15477.694191065084
LEIRVIK,SAGVAG,6788.318456687245
LELE HARBOR,POHNPEI HARBOR,564942.8348738858
LEMVIG,THYBORON,13598.112615085065
LEONARDO,SOUTH AMBOY,17811.15144817802
LES SABLES D' OLONNE,LA PALLICE,58133.99942673158
LESOGORSK,SHAKHTERSK,31873.80252920606
LETNIKOF COVE,PORT CHILKOOT,5874.608564638992
LETNIKOF COVE,HAINES,5874.608564638992
LIANYUNGANG,RIZHAO,73052.72522095781
LIBREVILLE,PORT OWENDO,12431.947856983672
LIELUPE,RIGA,40781.85697852841
LILANDSGRUNNEN,LITLE BALLANGEN,16734.939431537125
LIMASSOL,XEROS,55525.66643937621
LIMERICK,FOYNES,33800.106534528895
LIMHAMN,MALMO,5592.772481347063
LIMIN KOS,BODRUM,19935.011570500774
LINDEN,NEW AMSTERDAM,90957.58382790053
LINGKAS,TANJUNG ARANG  (BUNYU),32960.84381079058
LIONS HEAD,WIARTON,27526.46334756976
LIPARI,MILAZZO,38596.582678851155
LIRQUEN,PENCO,1485.599531758917
LISBOA,SETUBAL,30862.141393248996
LITLE BALLANGEN,LILANDSGRUNNEN,16734.939431537125
LITTLE CURRENT,SHEGUIANDAH,9355.402613758108
LITTLE PORT WALTER,BIG PORT WALTER,6156.136294904523
LIVORNO,VADA,24706.717122608603
LOCKEPORT,LIVERPOOL (BROOKLYN),52662.94880159846
LODINGEN,KORSNES,18733.560699834972
LOME,KPEME,26839.508937155875
LON SHUI TERMINAL,HONG KONG,221211.30744440074
LONDON,TILBURY,29089.4641516289
LONG BEACH,LOS ANGELES,6435.739650051785
LONGAN ISLAND,WEWAK HARBOR,271600.9120128741
LONGVIEW,RAINIER,5559.755058874963
LONGYEARBYEN,BARENTSBURG,36665.964674770185
LOOP TERMINAL,GRAND ISLE,38951.98771874984
LORAIN,VERMILION,15723.015257072873
LORENGAU,HAMBURG HARBOR,303086.16316158575
LOS ANGELES,LONG BEACH,6435.739650051785
LOTA,CORONEL,7559.105602949598
LUBEC,EASTPORT,3706.4663075487406
LUCEA,MONTEGO BAY,24680.483955688924
LUCINDA,TOWNSVILLE,97675.72142133076
LUGANVILLE,PORT VILA,275253.51927196677
LUMUT,SERIA OIL LOADING TERMINAL,18493.189389953382
LUMUT,TELUK ANSON,48866.24215001195
LUNENBURG,LIVERPOOL (BROOKLYN),47122.29169710135
LUTONG,MIRI,9976.02280151157
LYNDIANE,BANJUL,90642.40612773098
LYNESS,SOUTH NESS,3706.466307549783
LYNN,SALEM,9210.88934587068
MAASIN,BAYBAY,61265.85856305363
MAASSLUIS,VLAARDINGEN,7105.800603755515
MACAU,ZHUHAI,5818.462428863386
MACDUFF,BUCKIE HARBOR,27809.01883869174
MACHIASPORT,MACHIAS,5584.892380880199
MACKINAC ISLAND,ST IGNACE,7745.174341893239
MACKINAW CITY,ST IGNACE,7413.043810199443
MADISONVILLE,SLIDELL,38185.66535535288
MADRE DE DEUS,ARATU,13183.822461690164
MAGDALLA,HAZIRA,14191.66488887314
MAHAJANGA,ANDOANY,335683.434125741
MAHDIA,SOUSSE,52826.308413695726
MAIZURU KO,MIYAZU,12207.77750406935
MAKUSHIN,CANNERY BAY,17044.38134518814
MALAGA,MOTRIL,80288.66381679484
MALAI,SAVUSAVU BAY,46467.352561637046
MALAKAL HARBOR,COLONIA,472295.7879831528
MALE,KOLACHEL,607967.057593553
MALONG MARINE TERMINAL,BELIDA MARINE TERMINAL,65754.85909824554
MALONGO OIL TERMINAL,FUTILA TERMINAL,11223.468150738496
MAMONAL,EL BOSQUE,9443.839101343981
MANADO,BITUNG,39605.47580077284
MANATI,PUERTO PADRE,30776.372334537886
MANAUS,ITACOATIARA,173953.73399506937
MANGALIA,CONSTANTA,39282.00756844891
MANIITSOQ,KANGAMIUT,47832.376994355356
MANISTEE,LUDINGTON,35016.389238082724
MANITOWANING,SHEGUIANDAH,18971.597583787363
MANITOWOC,TWO RIVERS,8669.103357685615
MAP TA PHUT,RAYONG TPI TERMINAL,14933.402001267239
MAR DEL PLATA,QUEQUEN,118752.57666689722
MARACAIBO,BAJO GRANDE,13474.63594934848
MARBLEHEAD,SALEM,3301.560648151282
MARCUS HOOK,CHESTER,6792.871461008118
MARE ISLAND,SOUTH VALLEJO,2358.420408591791
MARGOSATUBIG,PAGADIAN,40449.85066256316
MARIAGER,HADSUND,11012.227501048623
MARIEL,CABANAS,22255.752252251714
MARINERS HARBOR SI,ELIZABETHPORT,2326.3794711804467
MARINETTE,MENOMINEE,1853.288751324257
MARIVELES,NASUGBU,41486.274881864425
MARKA,MUQDISHO,72152.19207735099
MAROANTSETRA,IHARANA,234342.9313063452
MARSALA,MAZARA DEL VALLO,19846.725889655518
MARSEILLE,PORT-DE-BOUC,32347.01882936887
MARTINEZ,BENICIA,2359.037259693821
MASAN,CHINAE,9396.94188912532
MASBATE,SORSOGON,78617.15073885165
MASSACRE BAY,ALCAN HARBOR,57137.3011405012
MASSON,CUMBERLAND,2262.7718549465367
MATA-UTU,APIA,475739.4606397607
MATANE,BAIE COMEAU,61069.309864840965
MATSU-SHIMA,SASEBO,28132.041591001453
MATSUSAKA,TOBA,29013.1528374643
MATSUYAMA,KIKUMA KO,23808.84245183435
MATTHEW TOWN,CAYO MOA GRANDE,130327.99963993825
MAURER,SEWAREN,1853.2887513249805
MAURER,PORT SOCONY,1853.2887513249805
MAYPORT,JACKSONVILLE,22760.4269781269
MAZARA DEL VALLO,MARSALA,19846.725889655518
MCCORD,PORT HOBRON,2734.0691524804834
MCMURDO STATION,BLUFF HARBOR,3475613.2617341136
MEDBY,SJOVEGAN,5455.512607907234
MEGA,SHIKAMA,4928.455904248475
MEJILLONES,ANTOFAGASTA,61369.87015807096
MELBOURNE,WESTERN PORT,62009.638694042515
MELDRUM BAY,COCKBURN,15575.448865997952
MELING,SAGVAG,15041.291683986896
MENOMINEE,MARINETTE,1853.288751324257
MERGUI,BANG SAPHAN,176537.03208506978
MERSA MATRUH,EL HAMRA OIL TERMINAL,160662.34644537815
MERSA TOBRUQ,DARNAH,146404.40606526937
MESSINA,REGGIO DI CALABRIA,11787.702228886246
METHIL,BURNTISLAND,20713.191419191702
METLAKATLA,KETCHIKAN,22858.121892814706
MEZEN,ARKHANGELS'K,223354.0239988143
MICHIGAN CITY,GARY,38256.94046933537
MIDIA,CONSTANTA,20428.897113325245
MIDWAY ISLAND,TERN ISLAND,1206275.9556708038
MIEI,MANOKWARI ROAD,212666.7478262269
MIIKE KO,MISUMI KO,44722.88041515058
MIKINDANI,MTWARA,7294.35276169846
MIKONOS,LIMIN SIROU,33893.57275890761
MILBRIDGE,WYMAN,2275.9328583693696
MILIANA,TSINGELI,31610.671376706938
MILLHAVEN,KINGSTON,18961.11809080376
MILLPORT,HUNTERSTON,2086.0800632737614
MILOLII,KAUHAKO BAY,22239.02023549684
MILOS,LIMIN SIROU,91203.31327888658
MILWAUKEE,RACINE,34339.13702394961
MINA AL FAHL,MINA QABUS,6791.207398459102
MINA QABUS,MINA AL FAHL,6791.207398459102
MINA RAYSUT,NISHTUN,230170.4439576416
MINATITLAN,NANCHITAL,25576.721547508834
MINGAN,HAVRE ST PIERRE,30138.093820468766
MINTURN,SWANS ISLAND,1853.2887513244807
MISHIMA-KAWANOE KO,NIIHAMA,24654.833452167124
MITILINI,PLOMARION,21601.900312621383
MITSUKOJIMA,KURE,6348.747199355261
MIYAKO,KAMAISHI KO,41394.54470894735
MIYAZU,MAIZURU KO,12207.77750406935
MIZUSHIMA KO,HIBI KO,17701.241885411167
MO INLET,HEMNESBERGET,24903.216590945205
MOBILE,PASCAGOULA,56850.52994613242
MOCAMBIQUE,NACALA,56057.657543851354
MOEN,POHNPEI HARBOR,704119.5473736866
MOENGO,PARANAM,75640.10199353038
MOHAMMEDIA,CASABLANCA,23883.725714134576
MOJI KO,SHIMONOSEKI,3590.3075045794094
MOLFETTA,BARI,24166.295128487032
MOMBETSU KO,ABASHIRI KO,83141.75914529474
MONFALCONE,TRIESTE,22422.51237869505
MONGSTAD,STURA,24372.087865152458
MONOPOLI,BARI,41669.35542130105
MONROE,TOLEDO,23189.804465081084
MONROVIA,BUCHANAN,96852.30236429065
MONTAUK HARBOR,NOANK,28111.844309232663
MONTEBELLO,FASSETT,5181.933146029438
MONTEVIDEO,PUERTO SAUCE,124157.17007542052
MONTOIR,DONGES,5027.151781848243
MONTREAL,BEAUHARNOIS,34226.99107593637
MORGAN CITY,ST. JAMES,41705.98225625635
MORI,HAKODATE KO,38670.48699303743
MOSJOEN,SANDNESSJOEN,32806.50869643449
MOSKAL VO,OKHA,33225.97624124412
MOSS,KAMBO,2078.825392408727
MOSS LANDING,MONTEREY,22249.58726472686
MOSTERHAMN,SAGVAG,7471.6643657431905
MOTRIL,ADRA,43107.37140124122
MOUDI MARINE TERMINAL,KOLE OIL TERMINAL,16567.14643603495
MOUNT DESERT,NORTHEAST HARBOR,8412.388550924668
MOURILYAN HARBOUR,CAIRNS,84585.77695435578
MTWARA,MIKINDANI,7294.35276169846
MUAR,MELAKA,38940.527314223276
MUDANYA,BORUSAN FERTILIZER JETTY,18717.875435700258
MUGGIA,TRIESTE,5559.75505887398
MUMBAI (BOMBAY),JAWAHARLAL NEHRU PORT (NHAVA SHIVA),8957.395873420273
MUNDRA,VADINAR TERMINAL,24092.19779172065
MUQDISHO,MARKA,72152.19207735099
MURORAN KO,MORI,40855.81234952123
MUSKEGON,WHITE LAKE,17990.632523161577
MUTUREZIMA KO,HIBIKINADA,4815.858569500158
MUUGA-PORT OF TALLIN,TALLINN,11752.458567987129
MYS ABRAM,MURMANSK,664.6625627072436
MYS NOVYY PORT,UST-PORT,515781.1259639275
MYS ROGATYY OKTYABRSKIY,ALEKSANDROVSK -SAKHALINSKIY,18679.918955615132
MYSTIC,NOANK,3959.0659974617292
NAESTVED,FAKSE LADEPLADS HAVN,26490.17651003373
NAGAPPATTINAM,KARAIKAL PORT,7633.1940309913125
NAGASAKI,MATSU-SHIMA,33557.84336247164
NAGOYA KO,YOKKAICHI,23982.609246675627
NAHMA,GLADSTONE,27175.419377407645
NAJIN,SENBONG,13831.808910032007
NAKHODKA,VOSTOCHNYY,17244.83911731095
NAMIKATA,KIKUMA KO,11116.100909620824
NAMSOS,SALSBRUKET,40974.31442790822
NANCHITAL,COATZACOALCOS,9266.221366423095
NANJING,ZHENJIANG,66018.0353006984
NANOOSE HARBOR,NANAIMO,19269.133318504042
NANTES,DONGES,39343.59980891589
NAOETSU KO,KASHIWAZAKI,33469.366256668196
NAPIER,GISBORNE,132429.4668500001
NAPOLI,BAGNOLI,9193.452679249915
NAPOOPOO,KAUHAKO BAY,11655.928369875408
NARVIK,LILANDSGRUNNEN,22473.645623327837
